	"end"=>	"Удачи, пусть твоя рука не дрогнет в нужный момент",
),
"npc.Ded"=>array(
	"begin"=>	"И тебе привет, юноша.|Что ты здесь делаешь?|do|Пока|end",
	"do"=>	"Ловлю рыбку на ужин. Надеюсь, этим твое любопытство исчерпало себя?|Неа, а кто тот мальчуган на другой стороне пристани?|mal|Дед, ты видел здесь когда-нибудь корабль?|kor|Твоя правда, старик, исчепало|end",
	"mal"=>	"А, этот босоногий стервец? Да внучок, ишь ты, тоже рыбу ловит. Пугает больше...|Однако он наловил больше тебя!|bol|Ясно, славный малыш|begin",
	"kor"=>	"[ворчит] Видел, видел, а то как же, приплыл тут весной по половодью, высадил десятка три дармоедов, да и убрался восвояси.|А зачем они приплыли?|kor2|Недосуг мне сейчас баловаться разговорами, будь здоров|end",
	"kor2"=>	"А хто ж их знает? Говорят для защиты города, орки вроде что-то затевают, вон по лесам сколько их щастает...|А стража на что?|kor3|Ладно неважно|end",
	"kor3"=>	"Стража только в городе, а рыцари и в лес могут отряд послать, да и организованы не в пример лучше. Вот только и волки-то в город не захаживают, не то чтобы орки, так и просиживают тут эти рыцари свои высокородные штаны. Заняли к тому же лучший двор, а солдаты прозябаяют в како-то дыре...|Как мне найти солдат?|kor5|А мальчуган ваш о рыцарях лучше отзывается|kor6|Говоришь, в лесу есть волки?|kor7|Все ясно, бывай, дед|end",
	"kor6"=>	"Да что он может знать, еще лапти первые не сносил, паршивец!|Гм.. а может дело в том, что у рыба лучше ловится? ;-)|bol|Вернемся к рыцарям|kor3|Ладно, пойду я...|end",
	"kor5"=>	"Зайди в южные ворота и поверни на запад, там недалеко.|Вернемся к рыцарям|kor3|Спасибо, пока|end",
	"kor7"=>	"И не только волки, тут на востоке в болотах говорят, даже громадный огр шастает...|Спасибо за науку, будь здоров дед|end",
	"bol"=>	"И ты туда же! Ух, молодешь, ремней на вас не напасешься! Хотя чего на вас, неразумных сердиться? Все равно оболдуи-оболдуями так и останетесь...|Не серчай дед, я ж не со зла|begin|Сам ты старый пердун, вот что!|end",
	"end"=>	"Иди-иди, всю рыбу распугал!",
),
"npc.Malchugan"=>array(
	"begin"=>	"О! Ты видел палладинов? Правда, здорово? А какая блестящая броня, в такой ни один волк не страшен! Я когда вырасту тоже стану рыцарем!",
),
"npc.Mahmet"=>array(
	"begin"=>	"Здавствуй, <name>. Я Махмет, торговец драгоценностями. Покупаю кольца, бусы, ожерелья и драгоценные камни. У меня лучшие цены в городе!|Я хочу продать кое-что|sell|Покажи мне твои товары|buy|Где же мне достать драгоценности?|get|Пока|end",
	"get"=>	"Лучше всего искать их около гор, в рудниках и шахтах. Хотя иногда драгоценные камни попадаются у монстров. Особенного гоблины любят таскать всякие безделушки.",
	"end"=>	"Я всегда здесь",
),
"npc.Julien"=>array(
	"begin"=>	"Рад тебя видеть, <name>. У меня ты можешь купить или продать магические реагенты, а также руны перемещения. Правда покупаю я исключительно реагенты|Я хочу продать кое-что|sell|Покажи мне твои товары|buy|Где я могу найти реагенты?|get|В Академии тоже продают реагенты!|ak|Пока|end",
	"get"=>	"Гм... Ну, большинство из них ты можешь найти в лесу, некоторые у гор или в болотах. Можешь попробовать также пройтись вдоль реки, там иногда попадается жемчуг - очень редкий и дорогой реагент.",
	"ak"=>	"[задумчиво] Академия.. Да.., раньше только в Академии и продавали, а кто еще пробовал, того сразу... ну неважно, сейчас стало гораздо лучше. Если ты этого еще не сделал, сравни цены и все поймешь.",
	"end"=>	"Всегда рад тебя видеть",
),
"npc.Goston"=>array(
	"begin"=>	"Добро пожаловать! Для тебя, <name>, у меня всегда что-нибудь найдется.|Чем ты торгуешь?|sellштащ|Покажи мне твои товары|buy|Я хочу кое-что продать|sell|Мне пора|end",
	"sellinfo"=>	"Всем помаленьку, что может пригодиться путешественнику или охотнику. Да и покупаю я все, что ни принесешь, только бы оно хоть что-то стоило... Если покажешь мне предмет, я назову свою цену|Ясно, покажи мне твои товары|buy|Я хочу продать|sell",
	"end"=>	"Приходи еще",
),
"npc.Raksha"=>array(
	"begin"=>	"Кого я вижу, сам <name> пожаловал! Решил просто так навестить старую Ракшу или хочешь что-то купить?|Чем ты торгуешь?|sellinfo|Хочу купить|buy|Хочу подать|sell|Нет, ничего, в другой раз|end",
	"sellinfo"=>	"Ты не знаешь, чем торгует Ракша? [сокрушенно] Куда катится мир... Торгую я, сынок, снадобьями целебными, да повышающими ману.|Неплохо, покажи какие именно|buy|Ты можешь научить меня делать напитки?|teach",
	"teach"=>	"Ух, шустер, ничего не скажешь! Ты думаешь, я вот так раз, взяла, да и рассказа тебе секреты целебных трав, передающиеся поколениями от бабки к внучке? Мал ты еще видать, коль столь наивен...|Хм...|begin",
	"end"=>	"Береги себя, сынок",
),
"npc.Arant"=>array(
	"begin"=>	"Здравствуй, <name>. Я торгую стрелковым оружием и припасами к нему.|Покажи свои товары|buy|У меня есть товары на продажу|sell|А ты покупаешь оружие?|sellinfo|Расскажи мне о стрельбе|tell|Нет, ничего, в другой раз|end",
	"sellinfo"=>	"Да, конечно|Покажи свои товары|buy",
	"tell"=>	"Ну, стрелковое оружие разным бывает. Это луки, арбалеты, сюда же относится все что можно кинуть во врага: ножи, копья и многое другое, даже камни. Общее у них одно - им можно достать врага, который довольно далеко от тебя, в отличие от холодного оружия, которое действует только вблизи.|Расскажи об арбалетах|arb|Расскажи о луках|luk|Есть что-нибудь особенное?|bum|ты можешь меня чему-нибудь научить?|teach|Я должен идти|end",
	"arb"=>	"Арбалеты - очень хорошее оружие, хоть и дорогое. Главное достоинство арбалетов - то что они самострелы, т.е. бьют без помощи физической силы человека. Даже, извини, хлюпик и тот всадит болт так, что всадник в броне испустит дух раньше чем коснется земли. Помни только о том, что для арбалетов нужны не стрелы, а болты.|Ясно|tell",
	"luk"=>	"Лук - основное оружие охотника, потому что позволяет подстрелить убегающую добычу. Луки проще в изготовлении, чем арбалеты, луков бывает больше разновидностей. А по мощности они почти догоняют арбалеты. Хотя это дело вкуса. В общем случае, сильный человек даже из плохого лука будет стрелять улчше, чем слабый из хорошего.|Ясно|tell",
	"bum"=>	"Хм... пожалуй, есть. Посмотри на бумеранг. Он относится к стрелковому оружию, но не тратит боеприпасов, так как возвращается к владельцу. Еще обрати внимание на пращу, ей можно метать камни сильней, чем просто бросать их руками.|Ясно, спасибо|tell",
	"teach"=>	"Я могу научить тебя стрелять из лука за 150 монет, а также развить ловкость за 100 монет.|Научи меня стрелять из лука|luknow|Научи меня ловкости|dexnow|Я передумал|tell",
	"luknow"=>	"skill|ranged|150|0|3",
	"dexnow"=>	"skill|dex|100|0|3",
	"end"=>	"Приходи еще",
),
"npc.Milta"=>array(
	"begin"=>	"Здесь продаются домашние животные. Ты можешь купить себе, например, собаку. Правда сейчас в продаже ничего нет, так что приходи как-нибудь в другой раз...",
),
"npc.Frederik"=>array(
	"begin"=>	"Здравствуй. Тебя зовут <name>, верно?|Верно, кто ты?|who|Я должен идти|end",
	"who"=>	"Меня зовут Фредерик и я владецец этой таверны. Здесь ты можешь что-нибудь перекусить или отдохнуть наверху в одной из комнат.|Покажи свои товары|buy|Ты что-нибудь покупаешь?|sellinfo|Я должен идти|end",
	"sellinfo"=>"Нет, это ведь не магазин, а таверна. Люди приходят сюда выпить и перекусить, а не торговаться.|Ясно|who",
	"end"=>	"Пока",
),
"npc.Surri"=>array(
	"begin"=>	"Что тебе здесь надо?|Меня зовут <name>, а ты кто?|who|Гм., вернусь когда станешь повежливей|end",
	"who"=>	"Я Сурри. Так все-таки, зачем явился, это место не из самых посещаемых.|Почему это место не охраяется стражей?|who2|Я должен идти|end",
	"who2"=>	"Ну да, не охраняется, да тут и охранять нечего, посмотри вокруг.|Так чего же ты здесь живешь?|who3|Я должен идти|end",
	"who3"=>	"Гм.., значит на то есть причины. Возможно, меня жители не очень-то любят, тебе какое дело?|Да никакого, разве ты можешь кого обидеть?|who4|Похоже, список тех кто тебя недолюбливает, пополнился на одного.|end",
	"who4"=>	"[странно улыбается и что-то бормочет себе под нос] Необязательно причинять боль, чтобы не понравится людям...|А что например?|who5|Мне надоели твои намеки|end",
	"who5"=>	"Ну, например, ты можешь у них что-нибудь украсть...|Ты вор???|who6|Хех, что-то я захотел на улицу|end",
	"who6"=>	"Сейчас я уже нчием таким не занимаюсь, а вот молодость провел очень даже бурно, если ты понимаешь, о чем я...|Тогда почему не возвращаешься в город?|who7|И знать не хочу, о чем ты!|end",
	"who7"=>	"Хе-хе, а мы и так в городе, если ты этого не заметил.|Я не о том|who8|Мне пора|end",
	"who8"=>	"Ну, дело не во мне, а в моем сыне. Он, как бы это сказать, пошел по стопам отца. Я его, понятное дело, не одобряю, но ведь один он у меня, куда уж я без него, вот так и жевем вместе, у черта на куличках...[неожиданно улыбнулся] А ведь знаешь, более шцстрого малого, чем мой сын, и во всем городе не сыскать!|Он может меня чему-нибудь научить?|who9|Мне пора|end",
	"who9"=>	"Что ты у меня спрашиваешь, поговори с ним, он в соседней комнате. Воры хоть и работают порой на заказ, но никому не служат, [презрительно скривился] в отличие от палладинов.|А что с палладинами?|who10|Мне пора|end",
	"who10"=>	"Да ничего, старые счеты. Терпеть не могу этих ныпыщенных ублюдков, рассуждающих о чести, а даже ради спасения близких людей не могущие ударить врага в спину. Чертова благородность. [грубо] И хватит с тебя рассказов, лучше не суй нос в чужую жизнь, некоторым это может не понравиться.|Но ты же сам начал...|who11|Мне пора|end",
	"who11"=>	"Как начал, так и кончил, проваливай.|Как знаешь, твои проблемы|end",
	"end"=>	"[что-то ворчит себе под нос]",
),
"npc.Sirs"=>array(
	"begin"=>	"Привет, каким судьбами?|Я говорил с твоим отцом, он утверждает что ты ловкий парень|tren|Такими же, какими я сейчас уйду|end",
	"tren"=>	"Я так и знал, ну и чему ты хочешь научиться?|Ловкости|dex|Осторожности|look|Подглядыванию|steallook|Воровству|steal|Скрытности|hide|Что-то ты не похож на учителя|story|Нет, ничего|end",
	"story"=>	"Это смотря чему учить. Да если хочешь, знать, я тут у одного богача свистнул дорогущее ожерелье, да так ловко провернул дельце, что все подумали на его сына, тому как раз нужны были деньги. Что теперь думаешь?|Ты по прежнему не похож на учителя, ты теперь похож не придурка!|fak|Ладно, давай о чем нибудь другом|tren|С ворами у меня пути расходятся|end",
	"fak"=>	"Сам ты придурок! Не забыл еще, что сюда стража носа не сует, будешь много о себе ставить, мигом твой же нос пообломаю!",
	"dex"=>	"Ловкость - главная характеристика для вора, от нее зависит, сумеешь ли вообще заглянуть в чужой карман, не говоря уж о том, чтобы что-то спереть! Это будет стоить 100 монет|Согласен|dexnow|Я передумал|tren",
	"dexnow"=>	"skill|dex|100|2",
	"look"=>	"Просто не забывай смотреть по сторонам. Нет ничего глупей, чем позволить себя обокрасть среди бела дня... За 200 монет я могу научить тебя, как не позволять всяким... гм... любителям шарить по твоим карманам.|Отличная идея!|looknow|Нет, извини, денег жалко...|tren",
	"looknow"=>	"skill|look|200",
	"steallook"=>	"Согласись, прежде чем воровать, неплохо бы знать, что у богатея в сумке, верно? Тем более заглянуть туда намного проще, чем собственно что-то оттуда утянуть. Я могу рассказать о некоторых хитростях за 100 монет|Согласен|steallooknow|Я передумал|tren",
	"steallooknow"=>	"skill|steallook|100",
	"steal"=>	"Главное - не быть замеченным. Если все провернуть чисто, то даже стража ничего не заподозрит. Но это трудное и опасное ремесло, к тому же если твой 'объект' осторожен, то обворовать его становится еще сложней! Это будет стоить 200 монет|Давай, учи, вместо того чтобы болтать|stealnow|Я передумал|tren",
	"stealnow"=>	"skill|steal|200",
	"hide"=>	"Навык незаметности может пригодиться при удирании от погони. Если грамотно скрываться, то любая стража потеряет тебя из виду уже через несколько шагов. Когда цена - твоя жизнь, что говорить о жалких 200 монетах, согласен?|Угу|hidenow|Нет, не согласен, 200 монет дороже|tren",
	"hidenow"=>	"skill|hiding|200",
	"end"=>	"[с усмешкой] Не пропадай",
),
"npc.Markus"=>array(
	"begin"=>	"Как дела, старина <name>? Я Маркус, тренирую здешних ребят, что сейчас дрыхнут в казарме. Не желаешь размяться?|С удовольствием, старина Маркус!|tren|Вы ошиблись, я просто шел мимо|end",
	"tren"=>	"Вот это дело! Закатывай рукава. Я, конечно, не такой мастер, как Кантарес из двора рыцарей, но в кулачном бою мне нет равных. Да и считай учу задаром|Вначале помоги мне стать сильнее|str|Можешь научить рукопашной схватке?|hand|А как насчет меча?|cold|В другой раз|end",
	"str"=>	"Нет проблем, для человека, каждый день показывающего пример зеленым салагам, это раз плюнуть. Хм... 80 монет найдется?|Найдется!|strnow|Я передумал|tren",
	"strnow"=>	"skill|str|80|0|3",
	"hand"=>	"Все очень просто: сила и навык. И то и то влияет на мощь удара, и не забывай про ловкость, иначе твой кулак скользнет мимо наглой рожи твоего врага. [улыбается] Хотя, если честно, кулаком промазать сложно. Это ведь тебе не меч, и тем более не лук. Гони сотню монет.|Держи сотню монет|handnow|Я передумал|tren",
	"handnow"=>	"skill|hand|100",
	"cold"=>	"C этим сложней. Конечно, я не лопух, но вряд ли смогу показать что-то, чего не смог бы Кантарес. Хотя для начала сойдет, [зубоскалит] чтоб ты сам не сошел на завтрак какому-нибудь орку. Хей, не забудь 80 монет!|Ближе к делу!|coldnow|Я передумал|tren",
	"coldnow"=>	"skill|coldweapon|80|0|2",
	"end"=>	"[дружески хлопает вас спине] Заходи в любое время, <name>!",
),
"npc.Sloven"=>array(
	"begin"=>	"Приветствую в моем магазине снаряжения, <name>. Я продаю и покупаю почти все. Ценами тоже не обижаю.|Покажи свои товары|buy|Я хочу продать|sell|Где мне найти охотников?|oh|Нет, ничего, в другой раз|end",
	"oh"=>	"Ха! Глянь у ворот или за ними, кто-нибудь обязательно там торчит. Этот народ так и снует туда-сюда.|Покажи свои товары|buy|Я хочу продать|sell",
	"end"=>	"Будь осторожен в лесу",
),
"npc.Yan"=>array(
	"begin"=>	"Привет|Расскажи мне об охоте|hunt|Ты можешь меня чему-нибудь научить?|tren|Мне пора|end",
	"hunt"=>	"Хм.. а что там рассказывать? Подстрели зверюгу, разделай тушу любым ножом (мечи и кинжалы не годятся!), а что с нее снимешь тащи в город и продавай. Весьма неплохой бизнес, да и относительно спокойный. Если не считать, что иногда в лесах стречаются монстры. Но эnо уже как повезет... Больше всего зверья в западном лесу, туда мы в основном и ходим. Но будь осторожен, не давно там видели настоящего тролля!|Ясно, можешь меня потренировать?|tren",
	"tren"=>	"Каждый, кто способен выжить в лесу, может многому научить. Что тебя интересует?|Как повысить ловкость|dex|Стрельба из лука|luk|Незаметность|hide|Осторожность|look|Изучение животных|lore|Лечение ран|heal|Ничего, я передумал|begin",
	"dex"=>	"Ловкость очень важна дял стрелка. И не надо улыбаться, я имел ввиду меткость, а не умение драпать от первого же зайца, оскалившего зубы :-) Готов расстаться с 90 монетами?|Готов|dexnow|Неа|tren",
	"dexnow"=>	"skill|dex|90|0|4",
	"luk"=>	"Просто целься лучше, да сильней оттягивай тетиву. Или возьми арбалет, там сила нужна лишь чтобы его таскать, весит эта бандура ого-го! Давай 120 монет.|Держи|luknow|Обойдешься|tren",
	"luknow"=>	"skill|ranged|120|0|4",
	"hide"=>	"Скрытность позволяет незаметно подкрасться к врагу, да и потихоньку отойти, если он слишком для тебя силен тоже. Вполне удобный навык для рискованного охотника. И всего за 150 монет.|Ок, согласен|hidenow|Извини, в другой раз|tren",
	"hidenow"=>	"skill|hiding|150|0|4",
	"look"=>	"Да, для выслеживания дичи навык что надо - ты должен быть не только незаметным, но и не пропускать мелких деталей, чтобы выскочивший из чащи медведь не стал для тебя неожиданностью. К тому же и в городе поможет быть начеку, чтобы тебя не очистили воры. Стоит это 180 монет|Готов|looknow|Неа|tren",
	"looknow"=>	"skill|look|180|0|4",
	"lore"=>	"Хочешь уметь обращаться с животными? Я могу помочь, правда сам не много знаю. А вот на севере отсюда есть каменый дом, в нем Лексли, вот кто разбирается в животных, они у него лучшие друзья и слушаются его с полуслова. Я могу научить тебя азам изучения животных за 150 монет.|Давай|lorenow|Нет|tren",
	"lorenow"=>	"skill|animallore|150|0|3",
	"heal"=>	"Раны заживают со скоростью, которая зависит от особенностей организма, но я знаю пару трюков, которые позволят тебе дотянуть до города в таких пердрягах, из которой бы не вышел никто другой! За 180 монет.|Давай|healnow|Нет|tren",
	"healnow"=>	"skill|regeneration|180|0|2",
	"end"=>	"Будь осторожен в лесу",
),
"npc.Leksli"=>array(
	"begin"=>	"Здавствуй, <name>, что тебя сюда привело?|Ты можешь меня чему-нибудь научить?|tren|Ты чем-нибудь торгуешь?|trade|Расскажи о здешних местах|tell|Случайность|end",
	"trade"=>	"Да, я покупаю шкуры животных, да и продаю помаленьку что есть|Покажи свои товары|buy|У меня есть что продать|sell|Ясно|begin",
	"tell"=>	"Ну, в западном лесу полно дичи, в северном тоже, но там места какие-то гиблые, да и восточное кладбище близко, еще напорешься на какую-нибудь нежить. А в остальном нчиего особенного, места здесь глухие...|Ясно|begin",
	"tren"=>	"Я могу научить тебя обращению с животными.|Что насчет Изучения животных?|lore|Как приручать животных?|tame|В другой раз|begin",
	"lore"=>	"Секрет прост - надо быть с ними вежливым. Звери понимают куда больше, чем принято считать. В основном, правда они судят по эмоциям, поэтому говори уверенно и спокойно, правильным тоном можно остановить даже разъяренного волка. Только действует это исключительно на животных, а на монстров нет. 200 монет тебя не затруднят?|Я согласен|lorenow|К сожалению, затруднят|tren",
	"lorenow"=>	"skill|animallore|200|1",
	"tame"=>	"С приручением используются почти то же, что и с изучением - надо дать понять звурю, что ты не желаешь ему зла. Все остальное - просто сведения о повадках тех или иных животных. 200 монет и я расскажу какие именно.|Всего-то? Я готов слушать|tamenow|Упс, в другой раз|tren",
	"tamenow"=>	"skill|animaltaming|200",
	"end"=>	"Будь здоров",
),
"npc.Batist"=>array(
	"begin"=>	"Кого тут еще черти носят?|Кто ты?|who|Будь вежливей, говорят, помогает|end",
	"who"=>	"Я просто живу здесь и хотел бы, чтобы меня никто не беспокоил.|Как же ты выжил в лесу?|who2",
	"who2"=>	"Ничего сложного, уметь надо. Никогда не любил города - шум и гам сплошной. То ли дело здесь - красота, никто небя не тревожит...|Что именно надо уметь?|tren|Разве здесь не опасно?|danger|Тогда и я тебя не буду тревожить, пока|end",
	"tren"=>	"Ну, понимаешь, есть навыки, когда раны заживают сами собой, причем раны любой сложности. А уж еду всегда найдешь в лесу. Если хочешь, я научу тебя как без ничего заживлять раны. Но не задаром, за 250 монет.|Держи деньги, учи|trennow|В другой раз|who2",
	"trennow"=>	"skill|regeneration|250",
	"danger"=>	"Ну, бывают и сложности. Порой выйдут чудища какие из леса, переворошат дом. Но окромя съестного, ничего не трогают, да и уйдут обратно в лес. Как ни странно, приходят в основном с запада, хотя там глушь вроде сплошная.",
	"end"=>	"Счастливо, не суйся на запад",
),
"npc.Djon"=>array(
	"begin"=>	"Дяденька, вы не от Фредерика случайно?|Нет, кто такой Фредерик|no|Может и от него...|yes|Не путайся под ногами, малыш|end",
	"yes"=>	"Вот здорово, значит вы разберетесь с этими тварями на складе? Спасибо!",
	"no"=>	"Жаль, эти крысы меня совсем замучили... Не дают войти на склад и все тут...|Тебя испугали крысы???|no2|Сиди дома, если боишься крыс. И носи юбку.|dom|Ух, такая страшная беда, пойду-ка я отсюда подальше1|end",
	"no2"=>	"А где это видано, чтобы крысы бросались на человека? А эти бросаются! Как хотите, а я туда ни ногой!|Ладно, разберемся|end",
	"dom"=>	"[обиженно сопит] Как обзываться, так все мастера, а вот как бы вас самих оттуда не пришлось крюками вытаскивать...|Что там с этими крысами?|no2|Сопляк ты еще со мной так разговаривать!|end",
	"end"=>	"Будьте осторожней там, дяденька!",
),
"npc.Gregg"=>array(
	"begin"=>	"Что тебе надо, чуждестранец? Лучше убирайся подобру-поздорову, иначе у тебя должны быть очень, повторяю, очень веские причины сюда войти!|Не очень-то вежливо|st|Иди сам к черту!|end",
	"st"=>	"Можешь засунуть свою вежливость себе в задницу, понял? Это мой дом и я здесь хозяин! [Cтоун в стороне робко: но отец...] [обращается к Стоуну] а ты не лезь, когда я разговариваю с 'гостями'!|А чем парень тебе не угодил, или может просто ты оттоптал левую ногу, когда вставал с кровати?|st2|Занесло же меня к психу...|end",
	"st2"=>	"Не твое дело! С этим ничтожеством я сам разберусь без твоего не в меру любознательного носа!|И все-таки, это парень не похож на лентяя или прохвоста|st3|Ты меня достал|end",
	"st3"=>	"Он не лентяй и не прохвост, а намного хуже - вор! Только потому что он мой сын, я не позвал стражу.|[язвительно] Хотите, я позову?|st4|Вор? Это меняет дело|st5|Ты меня достал|end",
	"st4"=>	"Гхм.. [смутился] Не стоит, я погорячился и наговорил лишнего.|То-то же, впредь не горячись|st5|Ладно, мне пора|end",
	"st5"=>	"Ну, обычная история, парень влюбился, но собственного заработка у него нет, вот и позарился на отцовское ожерелье. [Cтоун: да не брал я его!] Как же, признается он...|Но он правда не брал!|st6|Ремень по твоему сыну плачет, вот что|end",
	"st6"=>	"А ты откуда это можешь знать? Дружок этого ... или может это ты взял?|Может и я, да доказательств у тебя нет|end|Ну, скажем так, это может быть, например, сын бывшего вора или что-то в этом роде...|st7",
	"st7"=>	"Как же, так я и поверил, я знаю в городе только одного человека, способного на это - Сурри, что живет на западе города в заброшенном доме, но чтобы его отпрыск пошел по стопам отца, это вряд ли. Мой вот не пошел ведь, не стал честным человеком!|Яблоко от яблони недалеко падает|end",
	"end"=>	"Проваливай, а? И без тебя забот хватает.",
),
"npc.Stoun"=>array(
	"begin"=>	"Сейчас не лучшее время для разговоров, видишь в каком состоянии [косится на Грегга] мой отец?|Я знаю, что ты невиновен|st|Ты пошто ожерелье спер, негодяй?|end",
	"st"=>	"Правда? Я тоже это знаю, но доказать ничего не могу. Думаю, ожерелье само найдется или обнаружат вора и все уладится.",
	"end"=>	"[задыхаясь от гнева] Да.. Как ты.. [вдруг смолкает, глянув на Грэгга] А, иди ты к черту, вот что. Не твое это дело.",
),
"npc.Silvio"=>array(
	"begin"=>	"Привет, я Сильвио, продаю и покупаю магические реагенты. Еще я покупаю кости скелетов, если найдешь, принеси мне.|Покажи свои товары|buy|Я хочу продавать|sell|Где мне достать реагенты?|find|Кости?|bone|Я спешу|end",
	"find"=>	"Поищи в округе, по лесам, на болотах. Может что и на кладбище найдешь. Это твои трудности, если бы это было так легко, я бы сам насобирал.|Ясно|begin",
	"bone"=>	"Ну да, кости, они используются в некоторых магических ритуалах...|Например, в некромантии?|bone2|Забудем об этом|begin",
	"bone2"=>	"Что ты, какая некромантия, она вообще запрещена законом, я.. ну.. просто... ну..,  в принципе, это тебя не касается, просто если будут кости, то я их у тебя куплю, ок?|Видимо эта причина мешает тебе торговать в городе?|bone3|Забудем об этом|begin",
	"bone3"=>	"Ты на что намекаешь? Я ведь живу в городе, значит я не преступник, так ведь? Слушай, в конце концов, разве кто-то еще у тебя хочет купить кости? Нет, только я, так что давай если хочешь продавай, иначе не трать мое время. А если ты от этих..этих..бумагомарателей из Академии, то можешь им передать, что ничего они от меня не получат. Я чист, ясно тебе?|Хм... Дело твое. Каждый имеет право быть придурком.|end2|Хм... Дело твое. Каждый имеет право на тайну.|end",
	"end2"=>	"Пошел ты к черту!",
	"end"=>	"Тогда пока",
),
"npc.Franchesko"=>array(
	"begin"=>	"Здавствуй, <name>. Академия приветствует тебя!|Ты глава Академии?|who|Я хочу пополнить припасы|shop|Что тут интересного?|who2|Извини, я спешу|end",
	"who"=>	"[смеется] Что ты, я даже не прошел Круг Посвящения, просто в мои обязанности входит встречать гостей и рассказывать им об Академии.|Ну раз так, расскажи и мне|who2|Хм, я и так достаточно знаю|begin",
	"who2"=>	"Академия - это сосредоточие всех наук, здесь обучаются магии и хранятся знания поколений. Вон там библиотека, где ты можешь узнать историю города, рядом дверь в зал монстрологии, Серпент расскажет тебе об удивительных созданиях, направо наш волшебный магазин, а на втором этаже аколиты тренируются в магии под руководством Антонио и Мильтона.|Молодец, ставлю пять за экскурсию|end",
	"shop"=>	"Тогда сразу иди в волшебный магазин, первая дверь направо. Только в Академии такой широкий выбор товаров. Цены пусть тебя не смущают, здесь только первосортный товар, проверенный и надежный.|Спасибо, ты очень добр|end",
	"end"=>	"[смущенно] До свидания, желаю успехов",
),
"npc.Djoshua"=>array(
	"begin"=>	"Добро пожаловать! Мы продаем и покупаем магические товары, если хочешь что-то продать, передай мне предмет и я назову его цену.|Покажи свои товары|buy|Я хочу кое-что продать|sell|Мне пора|end",
	"end"=>	"Двери магазина Академии всегда открыты",
),
"npc.Klavdius"=>array(
	"begin"=>	"Приветствую тебя в этих мудрых стенах библиотеки, мой юный друг! Ты хотел бы что-то узнать о нашем городе?|Расскажи об этом городе|tell|Нет. В самом деле нет. Не хочу. Совершенно.|end",
	"tell"=>	"Город был основан триста лет назад северянами, в те годы у них на родине прошли небывалые морозы. Не только люди, даже звери бежали! А после морозов пришла другая беда: разупокаивались кладбища, мертвяки поперли на, в общем-то незащищенные города, т.к. в тех безлюдных местах не с кем было особо воевать и жили преимущественно охотники да животноводы. Именно способности к охоте и спасли их, многие смогли подняться и уйти, после чего ообосноваться здесь.|Что было дальше?|tell2|Это слишком длинная история для меня|end",
	"tell2"=>	"Тогда здесь были сплошные леса, и город, само собой, вырос у реки. Это уже потом приходили другие народы, кровь смешалась и сейчас кто только не живет в городе. Да и вокруг уже не непролазные чащобы, все дальше и дальше осваивается лес, строятся дома, прокладываются дороги. Хочешь об этом месте?|Да, хочу|tell3|Нет, с меня хватит, спасибо|end",
	"tell3"=>	"С юга город омывается рекой, на востоке лес простирается вплоть до самих Скалистых гор, на севере тоже леса, правда подвластныя нечисти: разным духам и призракам, на западе Столетний лес, там много всякого зверья и сплошная глушь, ничего интересноего. А вот на северо-востоке расположено беспокойное старое кладбище, туда идет весь рискованный народ, им подавай настоящий смертельный бой, славу да почет. Городу это, конечно, на руку - все да меньше будет мертвечины разгуливать.|Откуда взялись мертвяки?|tell4|Я все понял|end",
	"tell4"=>	"С юга город омывается рекой, на востоке лес простирается вплоть до самих Скалистых гор, на севере тоже леса, правда подвластныя нечисти: разным духам и призракам, на западе Столетний лес, там много всякого зверья и сплошная глушь, ничего интересноего. А вот на северо-востоке расположено беспокойное старое кладбище, туда идет весь рискованный народ, им подавай настоящий смертельный бой, славу да почет. Городу это, конечно, на руку - все да меньше будет мертвечины разгуливать.|Откуда берутся мертвяки?|tell5|Я все понял|end",
	"tell5"=>	"Никто не знает, может быть в одном из склепов есть тайный вход в подземелья, а может ветер магии иногда меняет течение и будоражит тех, у кого в костях еще осталлась капелька жизни. В последние годы вообще много странного происходит...|Что именно?|tell6|Ясно|end",
	"tell6"=>	"[испытующе смотрит на вас, потом качает головой, видимо приняв какое-то решение] Нет, не время еще тебе об этом знать, извини. Может как-нибудь в другой раз расскажу...|Больно нужны мне твои тайны, прощай|end",
	"end"=>	"Ну что ж, приходи еще как-нибудь",
),
"npc.Antonio"=>array(
	"begin"=>	"Здравствуй, <name>, хочешь узнать больше о магии?|Да, расскажи о магии|mag|Ты можешь меня чему-нибудь научить?|tren|Нет, пока|end",
	"mag"=>	"Хорошо, главное что тебе надо знать - чем опытней ты как маг, тем легче тебе будут удаваться сложные заклинания. А уж как их кастовать - из книги магии, используя магические реагенты, с одноразовых свитков или из рун, решать тебе.|Расскажи о рунах|run|Где я еще могу изучать магию?|more|Ясно|begin",
	"run"=>	"Руны - это такие камни с символами, если ты используешь руну, то записанное на ней заклинание тратит только твою ману, а реагенты не нужны. Это очень удобно, так как мана со временем растет сама. И именно поэтому руны такие дорогие, так как позволяют сколько угодно колдовать, не платя за свитки или реагенты.|Ясно|mag",
